구분,대인,소인,계
2009-06-28,363,316,679
2009-06-29,179,6,185
2009-06-30,384,422,806
2009-07-01,232,19,251
2009-07-02,296,14,310
2009-07-03,146,57,203
2009-07-04,159,349,508
2009-07-05,314,270,584
2009-07-06,209,2,211
2009-07-07,196,77,273
2009-07-08,177,15,192
2009-07-09,272,8,280
2009-07-10,91,23,114
2009-07-11,399,494,893
2009-07-12,266,276,542
2009-07-13,432,530,962
2009-07-14,66,17,83
2009-07-15,499,156,655
2009-07-16,595,80,675
2009-07-17,320,33,353
2009-07-18,322,236,558
2009-07-19,639,488,1127
2009-07-20,178,22,200
2009-07-21,99,142,241
2009-07-22,335,240,575
2009-07-23,315,101,416
2009-07-24,231,84,315
2009-07-25,1012,745,1757
2009-07-26,634,471,1105
2009-07-27,237,20,257
2009-07-28,142,175,317
2009-07-29,457,457,914
2009-07-30,323,179,502
2009-07-31,493,521,1014
2009-08-01,329,276,605
2009-08-02,360,431,791
2009-08-03,161,130,291
2009-08-04,193,263,456
2009-08-05,207,157,364
2009-08-06,528,225,753
2009-08-07,315,149,464
2009-08-08,469,487,956
2009-08-09,490,406,896
2009-08-10,48,70,118
2009-08-11,197,153,350
2009-08-12,114,141,255
2009-08-13,332,129,461
2009-08-14,555,335,890
2009-08-15,767,550,1317
2009-08-16,432,497,929
2009-08-17,72,57,129
2009-08-18,159,428,587
2009-08-19,146,162,308
2009-08-20,113,173,286
2009-08-21,131,256,387
2009-08-22,370,362,732
2009-08-23,325,281,606
2009-08-24,30,5,35
2009-08-25,438,92,530
2009-08-26,220,129,349
2009-08-27,216,24,240
2009-08-28,247,14,261
2009-08-29,1656,1845,3501
2009-08-30,1379,929,2308
2009-08-31,85,6,91
2009-09-01,402,19,421
2009-09-02,95,73,168
2009-09-03,150,59,209
2009-09-04,84,28,112
2009-09-05,350,759,1109
2009-09-06,329,288,617
2009-09-07,40,8,48
2009-09-08,46,218,264
2009-09-09,63,36,99
2009-09-10,176,28,204
2009-09-11,148,50,198
2009-09-12,750,724,1474
2009-09-13,292,223,515
2009-09-14,69,39,108
2009-09-15,63,18,81
2009-09-16,139,49,188
2009-09-17,136,22,158
2009-09-18,52,153,205
2009-09-19,193,267,460
2009-09-20,215,312,527
2009-09-21,196,0,196
2009-09-22,236,40,276
2009-09-23,102,356,458
2009-09-24,262,13,275
2009-09-25,68,67,135
2009-09-26,561,649,1210
2009-09-27,491,634,1125
2009-09-28,274,4,278
2009-09-29,28,4,32
2009-09-30,158,130,288
2009-10-01,46,30,76
2009-10-02,178,207,385
2009-10-03,475,336,811
2009-10-04,315,254,569
2009-10-05,78,6,84
2009-10-06,58,13,71
2009-10-07,369,9,378
2009-10-08,356,99,455
2009-10-09,62,210,272
2009-10-10,370,462,832
2009-10-11,245,292,537
2009-10-12,203,12,215
2009-10-13,586,301,887
2009-10-14,519,653,1172
2009-10-15,766,679,1445
2009-10-16,75,259,334
2009-10-17,186,602,788
2009-10-18,655,899,1554
2009-10-19,166,14,180
2009-10-20,60,15,75
2009-10-21,298,115,413
2009-10-22,153,67,220
2009-10-23,76,59,135
2009-10-24,403,414,817
2009-10-25,269,255,524
2009-10-26,428,16,444
2009-10-27,260,14,274
2009-10-28,320,141,461
2009-10-29,258,19,277
2009-10-30,91,15,106
2009-10-31,224,332,556
2009-11-01,289,214,503
2009-11-02,141,1,142
2009-11-03,113,12,125
2009-11-04,175,11,186
2009-11-05,198,24,222
2009-11-06,77,45,122
2009-11-07,350,359,709
2009-11-08,212,188,400
2009-11-09,286,3,289
2009-11-10,275,4,279
2009-11-11,156,11,167
2009-11-12,306,12,318
2009-11-13,223,119,342
2009-11-14,349,353,702
2009-11-15,222,189,411
2009-11-16,149,0,149
2009-11-17,340,12,352
2009-11-18,281,13,294
2009-11-19,241,28,269
2009-11-20,115,149,264
2009-11-21,176,187,363
2009-11-22,207,240,447
2009-11-23,198,0,198
2009-11-24,213,75,288
2009-11-25,224,803,1027
2009-11-26,460,39,499
2009-11-27,94,470,564
2009-11-28,525,508,1033
2009-11-29,271,270,541
2009-11-30,159,4,163
2009-12-01,292,336,628
2009-12-02,577,8,585
2009-12-03,186,22,208
2009-12-04,198,11,209
2009-12-05,191,450,641
2009-12-06,249,252,501
2009-12-07,242,0,242
2009-12-08,53,71,124
2009-12-09,230,7,237
2009-12-10,95,300,395
2009-12-11,328,169,497
2009-12-12,260,451,711
2009-12-13,254,177,431
2009-12-14,187,0,187
2009-12-15,174,110,284
2009-12-16,512,402,914
2009-12-17,255,166,421
2009-12-18,233,661,894
2009-12-19,241,443,684
2009-12-20,188,277,465
2009-12-21,262,630,892
2009-12-22,331,136,467
2009-12-23,155,97,252
2009-12-24,46,74,120
2009-12-25,385,438,823
2009-12-26,475,396,871
2009-12-27,243,309,552
2009-12-28,138,0,138
2009-12-29,211,121,332
2009-12-30,288,283,571
2009-12-31,107,258,365
2010-01-01,0,0,0
2010-01-02,172,212,384
2010-01-03,229,316,545
2010-01-04,35,3,38
2010-01-05,27,43,70
2010-01-06,43,66,109
2010-01-07,40,81,121
2010-01-08,47,138,185
2010-01-09,129,287,416
2010-01-10,267,420,687
2010-01-11,33,0,33
2010-01-12,84,108,192
2010-01-13,102,81,183
2010-01-14,244,156,400
2010-01-15,131,230,361
2010-01-16,301,324,625
2010-01-17,499,442,941
2010-01-18,45,5,50
2010-01-19,112,147,259
2010-01-20,95,138,233
2010-01-21,109,91,200
2010-01-22,135,224,359
2010-01-23,342,391,733
2010-01-24,308,305,613
2010-01-25,28,4,32
2010-01-26,118,107,225
2010-01-27,353,278,631
2010-01-28,253,68,321
2010-01-29,146,325,471
2010-01-30,324,270,594
2010-01-31,500,725,1225
2010-02-01,144,30,174
2010-02-02,137,632,769
2010-02-03,260,457,717
2010-02-04,313,295,608
2010-02-05,393,565,958
2010-02-06,276,715,991
2010-02-07,338,281,619
2010-02-08,24,7,31
2010-02-09,126,270,396
2010-02-10,22,71,93
2010-02-11,27,53,80
2010-02-12,63,28,91
2010-02-13,246,316,562
2010-02-14,652,643,1295
2010-02-15,446,349,795
2010-02-16,37,10,47
2010-02-17,247,80,327
2010-02-18,139,85,224
2010-02-19,308,127,435
2010-02-20,237,186,423
2010-02-21,334,281,615
2010-02-22,58,5,63
2010-02-23,580,185,765
2010-02-24,470,345,815
2010-02-25,173,67,240
2010-02-26,144,229,373
2010-02-27,486,321,807
2010-02-28,581,433,1014
2010-03-01,225,192,417
2010-03-02,8,0,8
2010-03-03,47,14,61
2010-03-04,55,8,63
2010-03-05,411,4,415
2010-03-06,215,116,331
2010-03-07,272,253,525
2010-03-08,18,0,18
2010-03-09,311,8,319
2010-03-10,77,11,88
2010-03-11,71,13,84
2010-03-12,56,2,58
2010-03-13,348,397,745
2010-03-14,433,412,845
2010-03-15,80,2,82
2010-03-16,90,3,93
2010-03-17,364,9,373
2010-03-18,278,15,293
2010-03-19,198,61,259
2010-03-20,431,526,957
2010-03-21,950,701,1651
2010-03-22,78,0,78
2010-03-23,252,14,266
2010-03-24,240,387,627
2010-03-25,193,45,238
2010-03-26,368,96,464
2010-03-27,550,399,949
2010-03-28,759,448,1207
2010-03-29,86,5,91
2010-03-30,348,109,457
2010-03-31,375,111,486
2010-04-01,170,71,241
2010-04-02,173,32,205
2010-04-03,955,559,1514
2010-04-04,1066,637,1703
2010-04-05,101,11,112
2010-04-06,52,8,60
2010-04-07,145,31,176
2010-04-08,389,49,438
2010-04-09,364,107,471
2010-04-10,469,606,1075
2010-04-11,277,297,574
2010-04-12,141,1,142
2010-04-13,107,23,130
2010-04-14,221,158,379
2010-04-15,71,48,119
2010-04-16,47,9,56
2010-04-17,352,613,965
2010-04-18,322,301,623
2010-04-19,41,3,44
2010-04-20,92,8,100
2010-04-21,114,318,432
2010-04-22,316,195,511
2010-04-23,381,67,448
2010-04-24,411,550,961
2010-04-25,342,270,612
2010-04-26,38,0,38
2010-04-27,273,77,350
2010-04-28,304,71,375
2010-04-29,276,147,423
2010-04-30,309,39,348
2010-05-01,424,272,696
2010-05-02,264,251,515
2010-05-03,377,1,378
2010-05-04,132,113,245
2010-05-05,1190,1823,3013
2010-05-06,137,766,903
2010-05-07,222,91,313
2010-05-08,846,737,1583
2010-05-09,525,507,1032
2010-05-10,48,9,57
2010-05-11,566,126,692
2010-05-12,71,48,119
2010-05-13,154,15,169
2010-05-14,131,210,341
2010-05-15,273,409,682
2010-05-16,250,295,545
2010-05-17,169,0,169
2010-05-18,110,175,285
2010-05-19,88,395,483
2010-05-20,92,271,363
2010-05-21,308,223,531
2010-05-22,1226,678,1904
2010-05-23,361,253,614
2010-05-24,29,0,29
2010-05-25,54,9,63
2010-05-26,326,94,420
2010-05-27,144,21,165
2010-05-28,133,46,179
2010-05-29,180,196,376
2010-05-30,274,278,552
2010-05-31,65,0,65
2010-06-01,107,36,143
2010-06-02,205,140,345
2010-06-03,189,17,206
2010-06-04,125,17,142
2010-06-05,283,1271,1554
2010-06-06,226,266,492
2010-06-07,45,5,50
2010-06-08,364,519,883
2010-06-09,539,45,584
2010-06-10,192,161,353
2010-06-11,101,70,171
2010-06-12,543,712,1255
2010-06-13,387,349,736
2010-06-14,62,0,62
2010-06-15,279,379,658
2010-06-16,1017,20,1037
2010-06-17,1254,1487,2741
2010-06-18,129,64,193
2010-06-19,262,520,782
2010-06-20,271,325,596
2010-06-21,557,507,1064
2010-06-22,302,15,317
2010-06-23,221,58,279
2010-06-24,308,20,328
2010-06-25,456,149,605
2010-06-26,814,566,1380
2010-06-27,259,229,488
2010-06-28,53,1,54
2010-06-29,328,18,346
2010-06-30,354,85,439
2010-07-01,155,18,173
2010-07-02,55,22,77
2010-07-03,278,142,420
2010-07-04,268,306,574
2010-07-05,33,0,33
2010-07-06,315,81,396
2010-07-07,392,19,411
2010-07-08,295,68,363
2010-07-09,106,55,161
2010-07-10,556,744,1300
2010-07-11,483,396,879
2010-07-12,39,6,45
2010-07-13,171,115,286
2010-07-14,136,34,170
2010-07-15,174,36,210
2010-07-16,79,22,101
2010-07-17,274,281,555
2010-07-18,307,322,629
2010-07-19,50,12,62
2010-07-20,99,94,193
2010-07-21,193,55,248
2010-07-22,270,160,430
2010-07-23,409,497,906
2010-07-24,584,639,1223
2010-07-25,412,463,875
2010-07-26,102,40,142
2010-07-27,269,106,375
2010-07-28,526,262,788
2010-07-29,417,123,540
2010-07-30,700,519,1219
2010-07-31,374,664,1038
2010-08-01,572,897,1469
2010-08-02,117,341,458
2010-08-03,894,476,1370
2010-08-04,503,346,849
2010-08-05,425,425,850
2010-08-06,466,483,949
2010-08-07,684,867,1551
2010-08-08,608,741,1349
2010-08-09,307,3,310
2010-08-10,462,244,706
2010-08-11,337,173,510
2010-08-12,340,150,490
2010-08-13,360,308,668
2010-08-14,529,583,1112
2010-08-15,518,464,982
2010-08-16,34,64,98
2010-08-17,191,256,447
2010-08-18,353,188,541
2010-08-19,183,247,430
2010-08-20,382,194,576
2010-08-21,575,390,965
2010-08-22,403,333,736
2010-08-23,19,0,19
2010-08-24,128,132,260
2010-08-25,396,249,645
2010-08-26,168,54,222
2010-08-27,112,146,258
2010-08-28,569,656,1225
2010-08-29,289,263,552
2010-08-30,626,4,630
2010-08-31,227,779,1006
2010-09-01,236,703,939
2010-09-02,201,187,388
2010-09-03,359,937,1296
2010-09-04,851,1465,2316
2010-09-05,572,1029,1601
2010-09-06,26,3,29
2010-09-07,65,8,73
2010-09-08,359,161,520
2010-09-09,175,127,302
2010-09-10,119,119,238
2010-09-11,420,627,1047
2010-09-12,266,235,501
2010-09-13,28,8,36
2010-09-14,112,453,565
2010-09-15,436,39,475
2010-09-16,166,302,468
2010-09-17,327,324,651
2010-09-18,257,923,1180
2010-09-19,311,543,854
2010-09-20,163,255,418
2010-09-21,200,407,607
2010-09-22,408,679,1087
2010-09-23,803,1429,2232
2010-09-24,349,545,894
2010-09-25,1008,1401,2409
2010-09-26,341,466,807
2010-09-27,35,1,36
2010-09-28,176,173,349
2010-09-29,399,111,510
2010-09-30,213,104,317
2010-10-01,328,72,400
2010-10-02,253,613,866
2010-10-03,225,1150,1375
2010-10-04,26,1,27
2010-10-05,261,61,322
2010-10-06,401,254,655
2010-10-07,139,162,301
2010-10-08,70,345,415
2010-10-09,408,446,854
2010-10-10,288,265,553
2010-10-11,44,1,45
2010-10-12,129,171,300
2010-10-13,353,57,410
2010-10-14,136,85,221
2010-10-15,130,227,357
2010-10-16,387,651,1038
2010-10-17,283,286,569
2010-10-18,365,3,368
2010-10-19,123,146,269
2010-10-20,244,97,341
2010-10-21,255,91,346
2010-10-22,509,136,645
2010-10-23,447,514,961
2010-10-24,381,395,776
2010-10-25,395,27,422
2010-10-26,282,118,400
2010-10-27,430,152,582
2010-10-28,103,21,124
2010-10-29,202,181,383
2010-10-30,375,589,964
2010-10-31,389,439,828
2010-11-01,42,20,62
2010-11-02,85,7,92
2010-11-03,143,138,281
2010-11-04,157,91,248
2010-11-05,172,101,273
2010-11-06,165,255,420
2010-11-07,228,241,469
2010-11-08,272,0,272
2010-11-09,256,30,286
2010-11-10,75,89,164
2010-11-11,325,177,502
2010-11-12,208,81,289
2010-11-13,623,520,1143
2010-11-14,291,244,535
2010-11-15,40,0,40
2010-11-16,150,24,174
2010-11-17,195,54,249
2010-11-18,139,22,161
2010-11-19,110,145,255
2010-11-20,559,342,901
2010-11-21,254,203,457
2010-11-22,234,170,404
2010-11-23,249,187,436
2010-11-24,463,335,798
2010-11-25,263,66,329
2010-11-26,456,127,583
2010-11-27,146,178,324
2010-11-28,184,133,317
2010-11-29,243,2,245
2010-11-30,447,447,894
2010-12-01,122,19,141
2010-12-02,69,70,139
2010-12-03,94,258,352
2010-12-04,444,127,571
2010-12-05,223,106,329
2010-12-06,43,3,46
2010-12-07,290,61,351
2010-12-08,77,243,320
2010-12-09,98,246,344
2010-12-10,102,36,138
2010-12-11,236,204,440
2010-12-12,226,130,356
2010-12-13,35,0,35
2010-12-14,243,121,364
2010-12-15,249,96,345
2010-12-16,83,222,305
2010-12-17,87,187,274
2010-12-18,307,207,514
2010-12-19,245,201,446
2010-12-20,354,0,354
2010-12-21,115,85,200
2010-12-22,287,37,324
2010-12-23,255,8,263
2010-12-24,109,46,155
2010-12-25,656,464,1120
2010-12-26,252,173,425
2010-12-27,67,5,72
2010-12-28,211,37,248
2010-12-29,334,143,477
2010-12-30,143,82,225
2010-12-31,134,76,210
2011-01-01,0,0,0
2011-01-02,240,168,408
2011-01-03,30,4,34
2011-01-04,122,81,203
2011-01-05,163,224,387
2011-01-06,114,117,231
2011-01-07,137,49,186
2011-01-08,329,271,600
2011-01-09,460,493,953
2011-01-10,40,2,42
2011-01-11,77,72,149
2011-01-12,67,36,103
2011-01-13,123,63,186
2011-01-14,122,66,188
2011-01-15,263,209,472
2011-01-16,266,251,517
2011-01-17,147,0,147
2011-01-18,280,59,339
2011-01-19,239,41,280
2011-01-20,257,76,333
2011-01-21,336,90,426
2011-01-22,377,349,726
2011-01-23,265,238,503
2011-01-24,40,0,40
2011-01-25,293,309,602
2011-01-26,290,136,426
2011-01-27,113,87,200
2011-01-28,138,111,249
2011-01-29,254,216,470
2011-01-30,361,474,835
2011-01-31,20,1,21
2011-02-01,73,48,121
2011-02-02,641,553,1194
2011-02-03,1287,1164,2451
2011-02-04,882,801,1683
2011-02-05,609,454,1063
2011-02-06,332,354,686
2011-02-07,21,0,21
2011-02-08,106,29,135
2011-02-09,108,99,207
2011-02-10,103,33,136
2011-02-11,173,53,226
2011-02-12,289,212,501
2011-02-13,618,430,1048
2011-02-14,25,0,25
2011-02-15,209,37,246
2011-02-16,151,119,270
2011-02-17,331,153,484
2011-02-18,192,125,317
2011-02-19,313,274,587
2011-02-20,337,224,561
2011-02-21,62,0,62
2011-02-22,150,67,217
2011-02-23,500,182,682
2011-02-24,331,156,487
2011-02-25,285,151,436
2011-02-26,315,294,609
2011-02-27,263,177,440
2011-02-28,209,0,209
2011-03-01,319,157,476
2011-03-02,70,26,96
2011-03-03,94,11,105
2011-03-04,63,9,72
2011-03-05,688,210,898
2011-03-06,698,291,989
2011-03-07,28,2,30
2011-03-08,103,9,112
2011-03-09,250,6,256
2011-03-10,88,10,98
2011-03-11,71,17,88
2011-03-12,281,303,584
2011-03-13,381,287,668
2011-03-14,15,0,15
2011-03-15,51,13,64
2011-03-16,58,13,71
2011-03-17,92,5,97
2011-03-18,268,41,309
2011-03-19,182,163,345
2011-03-20,262,150,412
2011-03-21,36,0,36
2011-03-22,172,29,201
2011-03-23,276,5,281
2011-03-24,410,13,423
2011-03-25,246,22,268
2011-03-26,499,618,1117
2011-03-27,317,300,617
2011-03-28,20,0,20
2011-03-29,298,8,306
2011-03-30,326,3,329
2011-03-31,95,3,98
2011-04-01,628,33,661
2011-04-02,274,312,586
2011-04-03,332,250,582
2011-04-04,57,1,58
2011-04-05,130,5,135
2011-04-06,76,16,92
2011-04-07,82,34,116
2011-04-08,84,22,106
2011-04-09,517,595,1112
2011-04-10,287,231,518
2011-04-11,19,0,19
2011-04-12,69,7,76
2011-04-13,230,44,274
2011-04-14,293,4,297
2011-04-15,54,22,76
2011-04-16,242,690,932
2011-04-17,317,218,535
2011-04-18,50,2,52
2011-04-19,245,22,267
2011-04-20,229,85,314
2011-04-21,184,126,310
2011-04-22,118,201,319
2011-04-23,510,469,979
2011-04-24,359,247,606
2011-04-25,22,2,24
2011-04-26,128,138,266
2011-04-27,744,151,895
2011-04-28,186,187,373
2011-04-29,569,103,672
2011-04-30,188,189,377
2011-05-01,358,278,636
2011-05-02,46,3,49
2011-05-03,276,133,409
2011-05-04,346,13,359
2011-05-05,1743,2285,4028
2011-05-06,164,74,238
2011-05-07,243,398,641
2011-05-08,420,283,703
2011-05-09,24,5,29
2011-05-10,362,284,646
2011-05-11,372,159,531
2011-05-12,298,149,447
2011-05-13,104,80,184
2011-05-14,523,683,1206
2011-05-15,331,306,637
2011-05-16,42,2,44
2011-05-17,76,28,104
2011-05-18,121,189,310
2011-05-19,150,258,408
2011-05-20,92,502,594
2011-05-21,202,569,771
2011-05-22,306,346,652
2011-05-23,80,2,82
2011-05-24,307,104,411
2011-05-25,417,162,579
2011-05-26,439,1149,1588
2011-05-27,2160,1129,3289
2011-05-28,522,439,961
2011-05-29,297,231,528
2011-05-30,76,2,78
2011-05-31,86,19,105
2011-06-01,169,209,378
2011-06-02,116,286,402
2011-06-03,187,547,734
2011-06-04,253,696,949
2011-06-05,367,355,722
2011-06-06,204,142,346
2011-06-07,288,4,292
2011-06-08,272,132,404
2011-06-09,2173,259,2432
2011-06-10,388,253,641
2011-06-11,498,671,1169
2011-06-12,395,534,929
2011-06-13,47,0,47
2011-06-14,90,182,272
2011-06-15,106,62,168
2011-06-16,185,96,281
2011-06-17,502,155,657
2011-06-18,215,469,684
2011-06-19,292,335,627
2011-06-20,45,2,47
2011-06-21,127,12,139
2011-06-22,476,56,532
2011-06-23,354,27,381
2011-06-24,112,59,171
2011-06-25,471,353,824
2011-06-26,283,148,431
2011-06-27,450,450,900
2011-06-28,321,124,445
2011-06-29,327,110,437
2011-06-30,263,9,272
2011-07-01,89,16,105
2011-07-02,184,375,559
2011-07-03,194,141,335
2011-07-04,49,0,49
2011-07-05,104,147,251
2011-07-06,280,8,288
2011-07-07,461,13,474
2011-07-08,388,293,681
2011-07-09,609,681,1290
2011-07-10,256,173,429
2011-07-11,101,0,101
2011-07-12,110,2,112
2011-07-13,132,31,163
2011-07-14,307,67,374
2011-07-15,156,623,779
2011-07-16,276,283,559
2011-07-17,383,259,642
2011-07-18,66,6,72
2011-07-19,263,67,330
2011-07-20,323,116,439
2011-07-21,356,58,414
2011-07-22,574,309,883
2011-07-23,793,309,1102
2011-07-24,277,220,497
2011-07-25,32,2,34
2011-07-26,310,102,412
2011-07-27,471,190,661
2011-07-28,332,125,457
2011-07-29,283,180,463
2011-07-30,497,477,974
2011-07-31,443,322,765
2011-08-01,40,6,46
2011-08-02,485,286,771
2011-08-03,235,224,459
2011-08-04,304,297,601
2011-08-05,282,267,549
2011-08-06,367,279,646
2011-08-07,360,291,651
2011-08-08,371,13,384
2011-08-09,228,142,370
2011-08-10,275,114,389
2011-08-11,174,206,380
2011-08-12,200,171,371
2011-08-13,561,675,1236
2011-08-14,376,232,608
2011-08-15,287,161,448
2011-08-16,160,118,278
2011-08-17,205,168,373
2011-08-18,182,200,382
2011-08-19,227,170,397
2011-08-20,568,447,1015
2011-08-21,381,304,685
2011-08-22,58,8,66
2011-08-23,151,83,234
2011-08-24,138,42,180
2011-08-25,205,103,308
2011-08-26,143,71,214
2011-08-27,501,347,848
2011-08-28,301,259,560
2011-08-29,22,5,27
2011-08-30,163,138,301
2011-08-31,435,154,589
2011-09-01,310,124,434
2011-09-02,367,52,419
2011-09-03,993,515,1508
2011-09-04,653,313,966
2011-09-05,69,2,71
2011-09-06,382,337,719
2011-09-07,92,73,165
2011-09-08,245,98,343
2011-09-09,108,94,202
2011-09-10,598,863,1461
2011-09-11,593,382,975
2011-09-12,604,602,1206
2011-09-13,764,607,1371
2011-09-14,18,9,27
2011-09-15,286,321,607
2011-09-16,500,526,1026
2011-09-17,200,354,554
2011-09-18,318,328,646
2011-09-19,14,0,14
2011-09-20,137,306,443
2011-09-21,124,185,309
2011-09-22,409,147,556
2011-09-23,871,426,1297
2011-09-24,1297,387,1684
2011-09-25,1044,267,1311
2011-09-26,87,1,88
2011-09-27,1317,258,1575
2011-09-28,1680,469,2149
2011-09-29,221,21,242
2011-09-30,507,69,576
2011-10-01,330,217,547
2011-10-02,422,252,674
2011-10-03,296,133,429
2011-10-04,753,228,981
2011-10-05,572,735,1307
2011-10-06,573,321,894
2011-10-07,316,749,1065
2011-10-08,1594,2657,4251
2011-10-09,691,453,1144
2011-10-10,56,3,59
2011-10-11,125,17,142
2011-10-12,154,298,452
2011-10-13,490,213,703
2011-10-14,139,267,406
2011-10-15,201,563,764
2011-10-16,305,211,516
2011-10-17,44,0,44
2011-10-18,148,15,163
2011-10-19,369,95,464
2011-10-20,337,262,599
2011-10-21,226,158,384
2011-10-22,1058,339,1397
2011-10-23,398,320,718
2011-10-24,16,1,17
2011-10-25,248,161,409
2011-10-26,308,36,344
2011-10-27,171,22,193
2011-10-28,268,160,428
2011-10-29,241,361,602
2011-10-30,320,255,575
2011-10-31,31,3,34
2011-11-01,148,100,248
2011-11-02,99,128,227
2011-11-03,182,70,252
2011-11-04,122,40,162
2011-11-05,376,500,876
2011-11-06,235,148,383
2011-11-07,44,17,61
2011-11-08,69,22,91
2011-11-09,153,61,214
2011-11-10,91,24,115
2011-11-11,168,91,259
2011-11-12,182,247,429
2011-11-13,215,168,383
2011-11-14,31,5,36
2011-11-15,53,13,66
2011-11-16,137,35,172
2011-11-17,85,133,218
2011-11-18,219,256,475
2011-11-19,197,584,781
