구분,대인,소인,계
2016-08-12,364,269,633
2016-08-13,711,977,1688
2016-08-14,567,449,1016
2016-08-15,414,404,818
2016-08-16,42,50,92
2016-08-17,210,190,400
2016-08-18,348,157,505
2016-08-19,222,121,343
2016-08-20,527,878,1405
2016-08-21,592,485,1077
2016-08-22,0,0,0
2016-08-23,871,112,983
2016-08-24,221,102,323
2016-08-25,150,97,247
2016-08-26,165,170,335
2016-08-27,446,708,1154
2016-08-28,369,312,681
2016-08-29,0,0,0
2016-08-30,701,95,796
2016-08-31,410,989,1399
2016-09-01,376,212,588
2016-09-02,103,237,340
2016-09-03,274,335,609
2016-09-04,301,326,627
2016-09-05,0,0,0
2016-09-06,578,432,1010
2016-09-07,155,493,648
2016-09-08,313,457,770
2016-09-09,337,564,901
2016-09-10,748,680,1428
2016-09-11,269,300,569
2016-09-12,0,0,0
2016-09-13,216,580,796
2016-09-14,236,286,522
2016-09-15,775,663,1438
2016-09-16,904,622,1526
2016-09-17,512,529,1041
2016-09-18,330,412,742
2016-09-19,0,0,0
2016-09-20,662,282,944
2016-09-21,369,567,936
2016-09-22,318,465,783
2016-09-23,516,534,1050
2016-09-24,601,586,1187
2016-09-25,213,229,442
2016-09-26,0,0,0
2016-09-27,933,293,1226
2016-09-28,656,357,1013
2016-09-29,546,335,881
2016-09-30,369,526,895
2016-10-01,655,371,1026
2016-10-02,810,496,1306
2016-10-03,341,356,697
2016-10-04,406,60,466
2016-10-05,207,63,270
2016-10-06,334,173,507
2016-10-07,220,362,582
2016-10-08,435,403,838
2016-10-09,228,171,399
2016-10-10,0,0,0
2016-10-11,484,15,499
2016-10-12,366,59,425
2016-10-13,295,230,525
2016-10-14,216,784,1000
2016-10-15,1020,297,1317
2016-10-16,598,215,813
2016-10-17,0,0,0
2016-10-18,398,256,654
2016-10-19,180,98,278
2016-10-20,349,169,518
2016-10-21,200,312,512
2016-10-22,669,465,1134
2016-10-23,361,361,722
2016-10-24,0,0,0
2016-10-25,568,226,794
2016-10-26,724,917,1641
2016-10-27,426,471,897
2016-10-28,125,266,391
2016-10-29,317,429,746
2016-10-30,243,314,557
2016-10-31,0,0,0
2016-11-01,846,108,954
2016-11-02,192,15,207
2016-11-03,128,238,366
2016-11-04,96,222,318
2016-11-05,465,303,768
2016-11-06,276,244,520
2016-11-07,0,0,0
2016-11-08,920,159,1079
2016-11-09,235,39,274
2016-11-10,415,11,426
2016-11-11,490,237,727
2016-11-12,578,484,1062
2016-11-13,233,256,489
2016-11-14,610,0,610
2016-11-15,962,59,1021
2016-11-16,455,15,470
2016-11-17,717,527,1244
2016-11-18,642,394,1036
2016-11-19,749,459,1208
2016-11-20,284,182,466
2016-11-21,0,0,0
2016-11-22,299,147,446
2016-11-23,108,894,1002
2016-11-24,131,735,866
2016-11-25,101,589,690
2016-11-26,431,463,894
2016-11-27,271,254,525
2016-11-28,220,0,220
2016-11-29,632,977,1609
2016-11-30,816,16,832
2016-12-01,318,985,1303
2016-12-02,96,964,1060
2016-12-03,384,308,692
2016-12-04,256,313,569
2016-12-05,550,0,550
2016-12-06,986,684,1670
2016-12-07,715,369,1084
2016-12-08,137,578,715
2016-12-09,173,854,1027
2016-12-10,1168,1241,2409
2016-12-11,373,365,738
2016-12-12,195,0,195
2016-12-13,501,1079,1580
2016-12-14,90,793,883
2016-12-15,583,500,1083
2016-12-16,213,673,886
2016-12-17,374,319,693
2016-12-18,290,278,568
2016-12-19,735,0,735
2016-12-20,621,382,1003
2016-12-21,225,30,255
2016-12-22,693,587,1280
2016-12-23,94,37,131
2016-12-24,354,302,656
2016-12-25,231,253,484
2016-12-26,0,0,0
2016-12-27,482,261,743
2016-12-28,747,182,929
2016-12-29,409,182,591
2016-12-30,625,110,735
2016-12-31,422,355,777
2017-01-01,0,0,0
2017-01-02,210,0,210
2017-01-03,357,71,428
2017-01-04,152,118,270
2017-01-05,170,183,353
2017-01-06,402,362,764
2017-01-07,425,379,804
2017-01-08,417,307,724
2017-01-09,540,0,540
2017-01-10,981,281,1262
2017-01-11,337,95,432
2017-01-12,286,226,512
2017-01-13,213,262,475
2017-01-14,496,698,1194
2017-01-15,263,265,528
2017-01-16,190,0,190
2017-01-17,317,68,385
2017-01-18,157,135,292
2017-01-19,178,307,485
2017-01-20,193,308,501
2017-01-21,190,189,379
2017-01-22,213,242,455
2017-01-23,0,0,0
2017-01-24,512,198,710
2017-01-25,549,326,875
2017-01-26,75,127,202
2017-01-27,341,370,711
2017-01-28,0,0,0
2017-01-29,394,372,766
2017-01-30,292,301,593
2017-01-31,430,0,430
2017-02-01,239,45,284
2017-02-02,228,129,357
2017-02-03,89,85,174
2017-02-04,238,203,441
2017-02-05,236,282,518
2017-02-06,880,0,880
2017-02-07,621,24,645
2017-02-08,54,19,73
2017-02-09,412,85,497
2017-02-10,81,104,185
2017-02-11,282,382,664
2017-02-12,150,170,320
2017-02-13,490,0,490
2017-02-14,823,72,895
2017-02-15,145,155,300
2017-02-16,247,105,352
2017-02-17,55,56,111
2017-02-18,244,170,414
2017-02-19,89,109,198
2017-02-20,180,0,180
2017-02-21,650,144,794
2017-02-22,298,132,430
2017-02-23,140,94,234
2017-02-24,166,15,181
2017-02-25,260,209,469
2017-02-26,111,121,232
2017-02-27,0,0,0
2017-02-28,706,40,746
2017-03-01,84,98,182
2017-03-02,10,17,27
2017-03-03,147,7,154
2017-03-04,33,33,66
2017-03-05,102,78,180
2017-03-06,220,0,220
2017-03-07,193,3,196
2017-03-08,127,6,133
2017-03-09,3,3,6
2017-03-10,128,102,230
2017-03-11,110,246,356
2017-03-12,90,115,205
2017-03-13,180,0,180
2017-03-14,1143,5,1148
2017-03-15,51,40,91
2017-03-16,10,30,40
2017-03-17,4,3,7
2017-03-18,77,89,166
2017-03-19,71,89,160
2017-03-20,220,0,220
2017-03-21,169,26,195
2017-03-22,10,47,57
2017-03-23,158,13,171
2017-03-24,8,38,46
2017-03-25,104,222,326
2017-03-26,94,121,215
2017-03-27,285,0,285
2017-03-28,315,25,340
2017-03-29,487,233,720
2017-03-30,149,44,193
2017-03-31,169,9,178
2017-04-01,562,384,946
2017-04-02,281,272,553
2017-04-03,440,0,440
2017-04-04,309,76,385
2017-04-05,185,17,202
2017-04-06,178,34,212
2017-04-07,199,21,220
2017-04-08,251,314,565
2017-04-09,175,166,341
2017-04-10,220,0,220
2017-04-11,575,238,813
2017-04-12,237,5,242
2017-04-13,157,18,175
2017-04-14,58,35,93
2017-04-15,152,254,406
2017-04-16,137,138,275
2017-04-17,430,0,430
2017-04-18,395,21,416
2017-04-19,274,51,325
2017-04-20,252,138,390
2017-04-21,44,17,61
2017-04-22,261,250,511
2017-04-23,128,196,324
2017-04-24,421,11,432
2017-04-25,914,461,1375
2017-04-26,424,44,468
2017-04-27,263,203,466
2017-04-28,110,98,208
2017-04-29,148,210,358
2017-04-30,165,130,295
2017-05-01,0,0,0
2017-05-02,575,19,594
2017-05-03,226,217,443
2017-05-04,137,160,297
2017-05-05,742,1016,1758
2017-05-06,329,321,650
2017-05-07,137,145,282
2017-05-08,0,0,0
2017-05-09,167,163,330
2017-05-10,152,109,261
2017-05-11,164,86,250
2017-05-12,381,7,388
2017-05-13,152,302,454
2017-05-14,132,114,246
2017-05-15,410,0,410
2017-05-16,803,78,881
2017-05-17,271,104,375
2017-05-18,1865,1557,3422
2017-05-19,1561,2529,4090
2017-05-20,2308,3703,6011
2017-05-21,122,117,239
2017-05-22,259,16,275
2017-05-23,516,34,550
2017-05-24,141,98,239
2017-05-25,314,108,422
2017-05-26,132,87,219
2017-05-27,252,184,436
2017-05-28,118,152,270
2017-05-29,190,0,190
2017-05-30,611,35,646
2017-05-31,663,121,784
2017-06-01,369,16,385
2017-06-02,114,27,141
2017-06-03,134,126,260
2017-06-04,175,151,326
2017-06-05,590,0,590
2017-06-06,245,229,474
2017-06-07,454,6,460
2017-06-08,222,18,240
2017-06-09,69,27,96
2017-06-10,198,268,466
2017-06-11,144,167,311
2017-06-12,140,0,140
2017-06-13,576,72,648
2017-06-14,301,111,412
2017-06-15,250,75,325
2017-06-16,119,443,562
2017-06-17,302,285,587
2017-06-18,157,171,328
2017-06-19,470,0,470
2017-06-20,526,44,570
2017-06-21,260,116,376
2017-06-22,239,43,282
2017-06-23,189,11,200
2017-06-24,180,248,428
2017-06-25,220,197,417
2017-06-26,148,20,168
2017-06-27,783,34,817
2017-06-28,608,103,711
2017-06-29,401,45,446
2017-06-30,306,137,443
2017-07-01,171,206,377
2017-07-02,190,169,359
2017-07-03,0,0,0
2017-07-04,431,233,664
2017-07-05,56,9,65
2017-07-06,322,95,417
2017-07-07,62,14,76
2017-07-08,207,161,368
2017-07-09,197,138,335
2017-07-10,141,0,141
2017-07-11,414,42,456
2017-07-12,205,101,306
2017-07-13,278,64,342
2017-07-14,187,37,224
2017-07-15,215,223,438
2017-07-16,248,154,402
2017-07-17,386,27,413
2017-07-18,645,24,669
2017-07-19,278,57,335
2017-07-20,300,37,337
2017-07-21,490,154,644
2017-07-22,521,420,941
2017-07-23,208,148,356
2017-07-24,120,0,120
2017-07-25,499,55,554
2017-07-26,490,167,657
2017-07-27,347,79,426
2017-07-28,207,150,357
2017-07-29,292,205,497
2017-07-30,288,224,512
2017-07-31,160,0,160
2017-08-01,338,161,499
2017-08-02,202,149,351
2017-08-03,213,190,403
2017-08-04,256,193,449
2017-08-05,270,166,436
2017-08-06,220,177,397
2017-08-07,400,0,400
2017-08-08,533,107,640
2017-08-09,227,103,330
2017-08-10,323,95,418
2017-08-11,172,63,235
2017-08-12,323,382,705
2017-08-13,230,201,431
2017-08-14,527,0,527
2017-08-15,419,229,648
2017-08-16,82,97,179
2017-08-17,256,102,358
2017-08-18,114,148,262
2017-08-19,196,272,468
2017-08-20,209,191,400
2017-08-21,430,0,430
2017-08-22,595,56,651
2017-08-23,140,114,254
2017-08-24,254,27,281
2017-08-25,222,29,251
2017-08-26,177,236,413
2017-08-27,131,131,262
2017-08-28,461,0,461
2017-08-29,229,134,363
2017-08-30,728,265,993
2017-08-31,153,118,271
2017-09-01,40,56,96
2017-09-02,478,332,810
2017-09-03,146,134,280
2017-09-04,0,0,0
2017-09-05,654,153,807
2017-09-06,191,295,486
2017-09-07,281,157,438
2017-09-08,174,164,338
2017-09-09,456,556,1012
2017-09-10,131,147,278
2017-09-11,152,0,152
2017-09-12,405,258,663
2017-09-13,439,411,850
2017-09-14,305,362,667
2017-09-15,287,264,551
2017-09-16,239,157,396
2017-09-17,151,137,288
2017-09-18,100,0,100
2017-09-19,513,298,811
2017-09-20,313,198,511
2017-09-21,254,155,409
2017-09-22,276,308,584
2017-09-23,190,269,459
2017-09-24,109,112,221
2017-09-25,485,18,503
2017-09-26,614,407,1021
2017-09-27,609,157,766
2017-09-28,374,79,453
2017-09-29,84,152,236
2017-09-30,191,167,358
2017-10-01,343,339,682
2017-10-02,158,204,362
2017-10-03,242,339,581
2017-10-04,0,0,0
2017-10-05,298,300,598
2017-10-06,342,388,730
2017-10-07,234,198,432
2017-10-08,129,143,272
2017-10-09,137,211,348
2017-10-10,360,0,360
2017-10-11,98,50,148
2017-10-12,128,28,156
2017-10-13,216,4,220
2017-10-14,280,156,436
2017-10-15,35,64,99
2017-10-16,500,0,500
2017-10-17,206,25,231
2017-10-18,59,20,79
2017-10-19,191,69,260
2017-10-20,73,30,103
2017-10-21,143,53,196
2017-10-22,44,54,98
2017-10-23,320,0,320
2017-10-24,667,19,686
2017-10-25,236,23,259
2017-10-26,264,34,298
2017-10-27,56,29,85
2017-10-28,139,162,301
2017-10-29,79,103,182
2017-10-30,541,0,541
2017-10-31,348,296,644
2017-11-01,273,46,319
2017-11-02,333,522,855
2017-11-03,245,138,383
2017-11-04,514,374,888
2017-11-05,325,276,601
2017-11-06,0,0,0
2017-11-07,328,110,438
2017-11-08,258,212,470
2017-11-09,282,186,468
2017-11-10,174,73,247
2017-11-11,367,305,672
2017-11-12,320,274,594
2017-11-13,390,0,390
2017-11-14,817,86,903
2017-11-15,337,110,447
2017-11-16,138,213,351
2017-11-17,445,142,587
2017-11-18,644,374,1018
2017-11-19,240,195,435
2017-11-20,0,0,0
2017-11-21,257,265,522
2017-11-22,168,117,285
2017-11-23,227,300,527
2017-11-24,131,632,763
2017-11-25,552,435,987
2017-11-26,227,166,393
2017-11-27,0,0,0
2017-11-28,446,162,608
2017-11-29,536,236,772
2017-11-30,153,161,314
2017-12-01,139,63,202
2017-12-02,543,317,860
2017-12-03,383,414,797
2017-12-04,360,0,360
2017-12-05,864,457,1321
2017-12-06,1104,97,1201
2017-12-07,558,98,656
2017-12-08,589,422,1011
2017-12-09,395,421,816
2017-12-10,245,177,422
2017-12-11,525,0,525
2017-12-12,761,242,1003
2017-12-13,263,291,554
2017-12-14,612,1704,2316
2017-12-15,155,1291,1446
2017-12-16,610,411,1021
2017-12-17,390,250,640
2017-12-18,0,0,0
2017-12-19,136,650,786
2017-12-20,144,917,1061
2017-12-21,54,905,959
2017-12-22,247,202,449
2017-12-23,251,225,476
2017-12-24,306,212,518
2017-12-25,216,220,436
2017-12-26,500,0,500
2017-12-27,593,97,690
2017-12-28,224,308,532
2017-12-29,89,75,164
2017-12-30,274,249,523
2017-12-31,386,306,692
2018-01-01,0,0,0
2018-01-02,176,132,308
2018-01-03,231,77,308
2018-01-04,168,176,344
2018-01-05,214,234,448
2018-01-06,256,180,436
2018-01-07,215,224,439
2018-01-08,0,0,0
2018-01-09,319,208,527
2018-01-10,324,147,471
2018-01-11,298,122,420
2018-01-12,240,211,451
2018-01-13,411,468,879
2018-01-14,304,238,542
2018-01-15,280,0,280
2018-01-16,148,265,413
2018-01-17,173,101,274
2018-01-18,292,345,637
2018-01-19,254,266,520
2018-01-20,271,232,503
2018-01-21,295,204,499
2018-01-22,0,0,0
2018-01-23,299,253,552
2018-01-24,372,129,501
2018-01-25,76,154,230
2018-01-26,205,464,669
2018-01-27,285,278,563
2018-01-28,215,189,404
2018-01-29,0,0,0
2018-01-30,469,102,571
2018-01-31,368,214,582
2018-02-01,210,302,512
2018-02-02,232,439,671
2018-02-03,328,224,552
2018-02-04,397,341,738
2018-02-05,170,0,170
2018-02-06,447,30,477
2018-02-07,348,82,430
2018-02-08,147,77,224
2018-02-09,235,264,499
2018-02-10,459,550,1009
2018-02-11,470,380,850
2018-02-12,118,51,169
2018-02-13,435,203,638
2018-02-14,289,109,398
2018-02-15,853,727,1580
2018-02-16,152,65,217
2018-02-17,1095,852,1947
2018-02-18,592,443,1035
2018-02-19,419,75,494
2018-02-20,402,257,659
2018-02-21,489,195,684
2018-02-22,545,494,1039
2018-02-23,330,342,672
2018-02-24,595,457,1052
2018-02-25,364,293,657
2018-02-26,342,0,342
2018-02-27,762,178,940
2018-02-28,437,175,612
2018-03-01,460,352,812
2018-03-02,637,76,713
2018-03-03,451,311,762
2018-03-04,324,180,504
2018-03-05,0,0,0
2018-03-06,432,20,452
2018-03-07,315,20,335
2018-03-08,331,32,363
2018-03-09,218,19,237
2018-03-10,760,640,1400
2018-03-11,751,565,1316
2018-03-12,90,10,100
2018-03-13,594,32,626
2018-03-14,449,166,615
2018-03-15,524,132,656
2018-03-16,386,159,545
2018-03-17,515,430,945
2018-03-18,224,210,434
2018-03-19,320,0,320
2018-03-20,559,73,632
2018-03-21,328,26,354
2018-03-22,272,5,277
2018-03-23,238,61,299
2018-03-24,308,431,739
2018-03-25,258,218,476
2018-03-26,0,0,0
2018-03-27,568,162,730
2018-03-28,589,94,683
2018-03-29,135,135,270
2018-03-30,100,133,233
2018-03-31,204,178,382
2018-04-01,182,151,333
2018-04-02,0,0,0
2018-04-03,323,7,330
2018-04-04,675,14,689
2018-04-05,1123,11,1134
2018-04-06,421,16,437
2018-04-07,513,435,948
2018-04-08,355,303,658
2018-04-09,0,0,0
2018-04-10,651,372,1023
2018-04-11,474,124,598
2018-04-12,479,6,485
2018-04-13,346,27,373
2018-04-14,694,619,1313
2018-04-15,346,287,633
2018-04-16,160,0,160
2018-04-17,771,19,790
2018-04-18,137,130,267
2018-04-19,733,30,763
2018-04-20,319,193,512
2018-04-21,495,472,967
2018-04-22,434,470,904
2018-04-23,300,16,316
2018-04-24,299,158,457
2018-04-25,627,158,785
2018-04-26,202,110,312
2018-04-27,2241,1264,3505
2018-04-28,3409,4987,8396
2018-04-29,4607,6158,10765
2018-04-30,0,0,0
2018-05-01,521,371,892
2018-05-02,256,329,585
2018-05-03,447,74,521
2018-05-04,168,50,218
2018-05-05,977,821,1798
2018-05-06,1056,635,1691
2018-05-07,187,91,278
2018-05-08,0,10,10
2018-05-09,234,5,239
2018-05-10,135,175,310
2018-05-11,530,490,1020
2018-05-12,484,360,844
2018-05-13,322,296,618
2018-05-14,32,13,45
2018-05-15,395,93,488
2018-05-16,386,304,690
2018-05-17,716,300,1016
2018-05-18,314,236,550
2018-05-19,269,303,572
2018-05-20,274,254,528
2018-05-21,0,0,0
2018-05-22,503,314,817
2018-05-23,340,19,359
2018-05-24,332,18,350
2018-05-25,258,19,277
2018-05-26,520,481,1001
2018-05-27,452,277,729
2018-05-28,320,13,333
2018-05-29,696,144,840
2018-05-30,820,102,922
2018-05-31,277,11,288
2018-06-01,235,399,634
2018-06-02,393,313,706
2018-06-03,217,180,397
2018-06-04,0,0,0
2018-06-05,171,40,211
2018-06-06,360,329,689
2018-06-07,323,42,365
2018-06-08,331,78,409
2018-06-09,558,542,1100
2018-06-10,295,329,624
2018-06-11,43,20,63
2018-06-12,502,93,595
2018-06-13,229,224,453
2018-06-14,221,48,269
2018-06-15,244,537,781
2018-06-16,235,240,475
2018-06-17,347,614,961
2018-06-18,260,0,260
2018-06-19,162,38,200
2018-06-20,337,37,374
2018-06-21,294,110,404
2018-06-22,328,388,716
2018-06-23,370,233,603
2018-06-24,173,115,288
2018-06-25,329,19,348
2018-06-26,266,102,368
2018-06-27,925,463,1388
2018-06-28,496,222,718
2018-06-29,98,243,341
2018-06-30,220,251,471
2018-07-01,312,160,472
2018-07-02,0,0,0
2018-07-03,245,816,1061
2018-07-04,165,8,173
2018-07-05,283,9,292
2018-07-06,64,120,184
2018-07-07,337,274,611
2018-07-08,179,92,271
2018-07-09,157,16,173
2018-07-10,283,16,299
2018-07-11,146,12,158
2018-07-12,478,20,498
2018-07-13,630,123,753
2018-07-14,725,474,1199
2018-07-15,331,247,578
2018-07-16,0,0,0
2018-07-17,192,73,265
2018-07-18,417,411,828
2018-07-19,394,390,784
2018-07-20,335,108,443
2018-07-21,298,289,587
2018-07-22,395,368,763
2018-07-23,41,17,58
2018-07-24,129,130,259
2018-07-25,849,250,1099
2018-07-26,239,108,347
2018-07-27,261,236,497
2018-07-28,789,671,1460
2018-07-29,476,375,851
2018-07-30,427,293,720
2018-07-31,250,0,250
2018-08-01,431,226,657
2018-08-02,345,234,579
2018-08-03,417,280,697
2018-08-04,658,378,1036
2018-08-05,360,307,667
2018-08-06,0,0,0
2018-08-07,206,169,375
2018-08-08,399,168,567
2018-08-09,136,168,304
2018-08-10,286,287,573
2018-08-11,699,607,1306
2018-08-12,382,363,745
2018-08-13,243,9,252
2018-08-14,442,63,505
2018-08-15,353,427,780
2018-08-16,358,99,457
2018-08-17,418,198,616
2018-08-18,277,235,512
2018-08-19,280,259,539
2018-08-20,0,0,0
2018-08-21,134,32,166
2018-08-22,195,41,236
2018-08-23,66,147,213
2018-08-24,539,660,1199
2018-08-25,205,335,540
2018-08-26,230,322,552
2018-08-27,160,17,177
2018-08-28,418,80,498
2018-08-29,914,307,1221
2018-08-30,284,154,438
2018-08-31,137,221,358
2018-09-01,771,798,1569
2018-09-02,311,216,527
2018-09-03,263,0,263
2018-09-04,440,733,1173
2018-09-05,226,243,469
2018-09-06,410,452,862
2018-09-07,612,367,979
2018-09-08,1042,977,2019
2018-09-09,546,353,899
2018-09-10,667,44,711
2018-09-11,423,493,916
2018-09-12,535,445,980
2018-09-13,613,589,1202
2018-09-14,308,491,799
2018-09-15,1336,890,2226
2018-09-16,489,230,719
2018-09-17,103,0,103
2018-09-18,161,415,576
2018-09-19,472,618,1090
2018-09-20,886,255,1141
2018-09-21,416,120,536
2018-09-22,480,572,1052
2018-09-23,576,549,1125
2018-09-24,0,0,0
2018-09-25,754,494,1248
2018-09-26,427,305,732
2018-09-27,354,227,581
2018-09-28,80,269,349
2018-09-29,543,305,848
2018-09-30,379,221,600
2018-10-01,74,0,74
2018-10-02,646,194,840
2018-10-03,308,295,603
2018-10-04,438,127,565
2018-10-05,261,322,583
2018-10-06,356,262,618
2018-10-07,321,218,539
2018-10-08,326,0,326
2018-10-09,587,339,926
2018-10-10,443,10,453
2018-10-11,499,484,983
2018-10-12,197,1208,1405
2018-10-13,1156,1123,2279
2018-10-14,367,268,635
2018-10-15,500,986,1486
2018-10-16,508,125,633
2018-10-17,335,335,670
2018-10-18,548,318,866
2018-10-19,449,655,1104
2018-10-20,1180,921,2101
2018-10-21,433,322,755
2018-10-22,0,0,0
2018-10-23,476,203,679
2018-10-24,271,278,549
2018-10-25,396,14,410
2018-10-26,308,122,430
2018-10-27,1045,1028,2073
2018-10-28,563,390,953
2018-10-29,0,0,0
2018-10-30,616,410,1026
2018-10-31,534,72,606
2018-11-01,259,119,378
2018-11-02,878,501,1379
2018-11-03,738,635,1373
2018-11-04,558,155,713
2018-11-05,15,0,15
2018-11-06,297,82,379
2018-11-07,660,330,990
2018-11-08,329,106,435
2018-11-09,436,204,640
2018-11-10,663,359,1022
2018-11-11,538,298,836
2018-11-12,0,0,0
2018-11-13,418,903,1321
2018-11-14,298,189,487
2018-11-15,369,203,572
2018-11-16,144,479,623
2018-11-17,568,334,902
2018-11-18,294,178,472
2018-11-19,265,0,265
2018-11-20,270,98,368
2018-11-21,488,14,502
2018-11-22,203,22,225
2018-11-23,135,36,171
2018-11-24,830,312,1142
2018-11-25,384,260,644
2018-11-26,250,0,250
2018-11-27,715,114,829
2018-11-28,470,15,485
2018-11-29,180,1415,1595
2018-11-30,186,800,986
2018-12-01,650,590,1240
2018-12-02,249,184,433
2018-12-03,0,0,0
2018-12-04,136,1014,1150
2018-12-05,691,47,738
2018-12-06,371,1211,1582
2018-12-07,372,1329,1701
2018-12-08,685,366,1051
2018-12-09,433,294,727
2018-12-10,270,0,270
2018-12-11,464,286,750
2018-12-12,602,420,1022
2018-12-13,142,673,815
2018-12-14,243,559,802
2018-12-15,407,446,853
2018-12-16,250,290,540
2018-12-17,20,0,20
2018-12-18,115,311,426
2018-12-19,354,288,642
2018-12-20,223,1372,1595
2018-12-21,428,1566,1994
2018-12-22,267,231,498
2018-12-23,423,243,666
2018-12-24,237,0,237
2018-12-25,610,663,1273
2018-12-26,502,232,734
2018-12-27,307,114,421
2018-12-28,225,134,359
2018-12-29,315,317,632
2018-12-30,488,500,988
2018-12-31,0,0,0
